item_id,title,genre,release_date,popularity_score,quality_score,price,duration_minutes,language,rating_avg,rating_count
item_000523,Universal interactive utilization,Action,2019-10-08,0.48,1.0,0.0,40,Japanese,4.4,7796
item_000524,Organized radical matrices,Crime,2021-10-26,0.51,0.541,0.0,125,English,2.7,8200
item_000525,Public-key motivating solution,Animation,2020-03-07,0.225,0.761,20.88,116,English,2.2,2531
item_000526,Automated high-level standardization,Western,2024-12-14,0.104,0.931,0.0,57,Spanish,3.5,5199
item_000527,Public-key radical productivity,Western,2025-02-21,0.169,0.574,0.0,118,German,4.2,359
item_000528,Customer-focused zero administration encryption,Mystery,2022-07-29,0.173,0.928,11.38,64,French,4.7,7961
item_000529,Multi-channeled composite project,Science Fiction,2022-02-15,0.136,0.919,17.2,168,German,2.6,3067
item_000530,Re-contextualized secondary service-desk,Western,2022-06-19,0.555,0.75,11.07,149,French,4.6,9818
item_000531,Versatile full-range utilization,Western,2020-04-20,0.358,0.723,5.64,165,Spanish,3.3,4324
item_000532,Advanced bandwidth-monitored firmware,Western,2018-03-20,0.054,0.8,11.64,30,Japanese,3.1,3049
item_000533,User-friendly multi-state open architecture,Action,2021-10-20,0.101,0.361,0.0,123,Japanese,2.7,1047
item_000534,Re-engineered directional knowledge user,Western,2019-09-27,0.308,1.0,0.0,129,Spanish,3.6,8161
item_000535,Persistent zero administration service-desk,Western,2021-11-19,0.211,1.0,0.0,69,Japanese,2.8,6724
item_000536,Profit-focused coherent hardware,Horror,2025-12-22,0.365,0.768,4.19,163,English,2.1,2136
item_000537,Polarized bi-directional frame,Documentary,2020-02-27,0.255,0.82,26.32,81,English,3.5,1627
item_000538,Configurable bifurcated superstructure,Adventure,2017-05-31,0.213,0.736,17.55,129,German,3.6,9681
item_000539,Integrated global knowledgebase,Fantasy,2023-11-03,0.164,0.601,2.41,86,Japanese,4.2,224
item_000540,Programmable mission-critical hardware,Drama,2020-10-04,0.545,1.0,20.01,50,German,4.4,1004
item_000541,Organic uniform standardization,Music,2020-07-09,0.268,0.967,0.0,172,German,4.5,965
item_000542,Cloned exuding analyzer,Fantasy,2024-02-06,0.459,0.681,0.0,165,English,4.2,4989
item_000543,Customizable 3rdgeneration Graphical User Interface,Animation,2022-06-24,0.195,0.692,28.38,162,English,2.3,3794
item_000544,Synergistic composite support,Western,2018-06-09,0.326,0.471,0.0,128,Spanish,2.6,4085
item_000545,Enhanced neutral complexity,Documentary,2019-04-23,0.256,0.556,0.0,172,Japanese,3.2,1738
item_000546,Optimized maximized emulation,Music,2023-12-23,0.164,0.521,20.55,139,English,2.5,2965
item_000547,Self-enabling contextually-based contingency,Western,2022-05-27,0.368,0.555,12.64,116,Spanish,3.6,9839
item_000548,Optional hybrid algorithm,Science Fiction,2023-05-16,0.439,0.864,0.0,120,French,3.7,5329
item_000549,Exclusive local parallelism,Music,2020-04-17,0.154,0.73,0.0,135,German,4.5,5309
item_000550,Adaptive tertiary data-warehouse,Family,2018-01-20,0.587,0.537,0.0,174,Japanese,2.6,9025
item_000551,Versatile tertiary workforce,Fantasy,2023-12-16,0.039,0.707,11.43,145,German,4.9,13
item_000552,Re-engineered bi-directional website,Adventure,2024-09-19,0.498,0.603,29.5,34,Japanese,2.4,4955
item_000553,Enterprise-wide high-level Graphic Interface,Action,2017-12-19,0.258,0.837,9.7,86,Spanish,4.6,365
item_000554,Customizable empowering secured line,Fantasy,2024-08-16,0.309,1.0,27.64,160,Japanese,3.7,9375
item_000555,Progressive scalable functionalities,Crime,2021-12-19,0.194,0.526,0.0,54,English,3.4,2567
item_000556,Seamless hybrid parallelism,Crime,2017-02-20,0.328,0.668,0.0,97,French,4.7,4103
item_000557,Multi-channeled logistical process improvement,Family,2017-09-21,0.129,0.874,8.42,106,English,3.7,9333
item_000558,Synergistic tertiary website,Drama,2018-12-21,0.573,0.668,22.28,113,German,2.5,9450
item_000559,Seamless optimizing artificial intelligence,Comedy,2022-09-20,0.371,0.436,18.25,106,English,4.2,9451
item_000560,Intuitive bottom-line encoding,Mystery,2019-01-19,0.37,0.893,3.27,44,French,3.0,7125
item_000561,Enterprise-wide holistic solution,Romance,2017-05-30,0.223,0.55,27.97,60,Spanish,4.2,9878
item_000562,Networked intangible policy,Action,2017-05-17,0.17,0.917,19.37,127,English,2.9,684
item_000563,Networked interactive contingency,Horror,2020-11-11,0.406,0.67,0.0,168,Japanese,2.4,8241
item_000564,Public-key system-worthy project,Family,2025-04-21,0.25,0.59,5.43,130,German,4.3,9434
item_000565,Enhanced next generation concept,War,2020-11-22,0.05,1.0,3.6,140,French,4.4,2435
item_000566,Devolved contextually-based functionalities,Crime,2024-06-01,0.195,0.897,0.0,116,English,3.4,817
item_000567,Secured actuating help-desk,Western,2025-07-08,0.331,0.439,12.57,51,German,3.5,2146
item_000568,Pre-emptive client-driven core,Crime,2024-02-24,0.399,0.94,14.94,80,German,3.2,9370
item_000569,Realigned motivating projection,Drama,2020-12-12,0.216,0.634,0.0,173,Japanese,5.0,8599
item_000570,Synergized mobile instruction set,Family,2023-02-06,0.465,0.758,8.02,98,German,3.0,9447
item_000571,Organic mobile concept,Animation,2016-10-27,0.228,0.894,0.0,58,German,3.3,5716
item_000572,Assimilated well-modulated definition,Drama,2018-12-02,0.137,0.967,0.0,112,French,3.8,406
item_000573,Grass-roots directional monitoring,History,2018-11-19,0.477,0.8,5.9,119,Japanese,4.5,7255
item_000574,Vision-oriented logistical open system,Crime,2023-06-04,0.04,1.0,13.76,89,Spanish,4.1,2565
item_000575,Visionary modular neural-net,Animation,2021-02-07,0.2,0.431,0.0,58,English,2.7,2429
item_000576,Re-engineered bifurcated flexibility,History,2023-10-01,0.145,0.668,1.39,58,French,3.4,382
item_000577,Multi-lateral needs-based system engine,Horror,2016-05-31,0.376,0.728,7.05,167,Spanish,2.6,8583
item_000578,Up-sized leadingedge moratorium,Fantasy,2018-03-08,0.359,0.628,0.0,170,German,3.9,2325
item_000579,Optimized bi-directional support,Action,2024-04-19,0.423,0.717,0.0,126,Japanese,4.7,8641
item_000580,Versatile dynamic framework,Adventure,2024-09-29,0.423,0.458,8.4,45,French,2.6,4454
item_000581,Automated local firmware,Adventure,2019-06-26,0.2,0.904,0.0,149,English,2.2,4455
item_000582,Cross-group leadingedge capability,Music,2023-10-03,0.093,0.652,26.05,34,French,4.6,6342
item_000583,Front-line demand-driven workforce,Family,2023-05-17,0.633,0.836,29.4,160,English,4.7,7950
item_000584,Team-oriented grid-enabled strategy,Western,2022-02-06,0.264,0.892,0.0,52,Spanish,2.6,7513
item_000585,Optimized composite pricing structure,Western,2017-05-22,0.692,0.896,0.0,35,English,2.7,8683
item_000586,Expanded demand-driven workforce,History,2016-08-03,0.25,0.452,10.66,130,Spanish,2.1,5775
item_000587,Monitored national focus group,Music,2021-12-19,0.181,0.594,19.12,90,Japanese,2.8,1025
item_000588,Down-sized fresh-thinking strategy,Fantasy,2018-12-03,0.451,0.602,26.47,37,Japanese,4.8,3705
item_000589,Re-engineered encompassing migration,Crime,2025-11-07,0.049,0.722,10.9,130,Spanish,2.3,6272
item_000590,Synergistic bandwidth-monitored challenge,War,2025-08-17,0.221,0.838,28.85,88,German,2.7,2512
item_000591,Open-source analyzing focus group,Romance,2024-09-01,0.282,0.677,0.0,109,Japanese,3.0,8893
item_000592,De-engineered tangible capacity,Crime,2018-06-30,0.256,0.614,6.99,65,Japanese,3.6,3324
item_000593,Universal fresh-thinking encryption,Crime,2023-08-12,0.223,0.492,0.0,109,Japanese,4.7,7056
item_000594,Synergistic hybrid matrix,Crime,2017-06-02,0.038,0.304,20.02,174,Spanish,3.0,9141
item_000595,Self-enabling encompassing product,Western,2020-02-21,0.095,0.837,28.5,60,Spanish,3.0,2394
item_000596,Organized asynchronous productivity,Action,2023-12-11,0.522,0.648,23.19,135,German,2.9,4495
item_000597,Visionary background initiative,Crime,2021-02-25,0.25,0.92,23.58,57,Spanish,2.6,4382
item_000598,Grass-roots system-worthy hub,Family,2020-07-18,0.394,1.0,18.28,89,English,3.1,7818
item_000599,Pre-emptive fresh-thinking paradigm,Crime,2016-01-09,0.198,0.695,15.56,150,French,2.6,6358
item_000600,Vision-oriented upward-trending array,Thriller,2023-04-23,0.083,0.382,14.73,71,Spanish,2.7,6704
item_000601,Persevering scalable secured line,Action,2022-12-21,0.161,0.443,27.83,135,Spanish,4.2,3333
item_000602,Cloned national infrastructure,Drama,2018-03-05,0.406,0.627,2.91,142,Japanese,3.5,5333
item_000603,Optimized didactic methodology,Science Fiction,2018-09-06,0.349,0.761,0.0,93,German,3.2,695
item_000604,Horizontal global neural-net,Mystery,2021-10-11,0.34,0.773,21.88,130,Japanese,4.8,9380
item_000605,Re-contextualized mobile toolset,Western,2019-06-08,0.138,0.654,0.0,164,English,3.6,7409
item_000606,Synergized well-modulated application,Science Fiction,2016-06-15,0.445,0.59,24.97,40,Spanish,3.6,6491
item_000607,Self-enabling zero tolerance knowledgebase,Adventure,2016-02-28,0.227,0.607,0.0,172,German,3.5,817
item_000608,Diverse leadingedge knowledgebase,Drama,2016-01-02,0.498,0.727,9.43,131,French,4.3,4694
item_000609,Optimized dedicated solution,Science Fiction,2025-02-03,0.18,0.806,0.0,72,German,2.9,903
item_000610,Streamlined exuding complexity,War,2024-09-28,0.06,0.547,0.0,66,German,4.5,7410
item_000611,Grass-roots background projection,Animation,2019-08-08,0.468,0.767,21.95,58,Spanish,4.3,8962
item_000612,Configurable holistic secured line,Crime,2025-01-13,0.151,0.464,12.39,112,German,2.1,7443
item_000613,Down-sized actuating infrastructure,Drama,2022-04-03,0.46,0.446,26.58,53,French,3.0,2696
item_000614,Up-sized tangible system engine,Comedy,2018-05-04,0.076,0.53,0.0,53,English,4.1,5956
item_000615,Streamlined background strategy,Animation,2016-12-12,0.191,0.637,16.18,128,Japanese,3.8,2629
item_000616,Extended mission-critical archive,Mystery,2017-04-28,0.038,0.651,0.0,170,German,2.1,2809
item_000617,Face-to-face multi-state software,Horror,2020-06-12,0.247,0.294,0.0,174,Spanish,2.5,2379
item_000618,Advanced tangible Graphical User Interface,Documentary,2024-03-02,0.181,0.78,0.0,43,German,2.9,7321
item_000619,Optimized system-worthy capacity,History,2020-10-10,0.363,0.833,0.0,76,English,4.7,3333
item_000620,Focused human-resource array,Action,2023-04-22,0.301,0.945,0.0,94,English,3.4,8179
item_000621,Customer-focused bi-directional functionalities,Western,2019-09-03,0.068,0.648,24.41,156,Spanish,2.7,7804
item_000622,Innovative client-driven implementation,Science Fiction,2023-09-25,0.402,0.455,12.88,50,Japanese,3.8,4019
item_000623,Versatile client-driven project,Western,2025-12-05,0.571,0.639,9.06,172,Spanish,2.1,2439
item_000624,Digitized asymmetric moderator,Adventure,2021-08-18,0.498,0.63,19.94,39,Spanish,4.6,9481
item_000625,Seamless solution-oriented concept,History,2020-05-25,0.286,0.861,10.59,52,English,2.3,2930
item_000626,Up-sized didactic product,Documentary,2023-06-25,0.217,0.816,20.48,176,Japanese,2.5,7470
item_000627,Open-source reciprocal software,Music,2020-06-03,0.412,0.864,0.0,39,English,4.3,5299
item_000628,Extended background attitude,Music,2017-05-25,0.28,0.35,0.0,127,English,4.3,9028
item_000629,Decentralized optimizing superstructure,Animation,2019-11-02,0.418,0.536,9.48,64,English,4.1,4506
item_000630,Optimized foreground utilization,Horror,2017-05-24,0.177,0.644,0.0,164,German,3.6,3435
item_000631,Grass-roots secondary artificial intelligence,Adventure,2018-06-24,0.089,0.922,4.16,165,English,3.5,9918
item_000632,Right-sized radical success,History,2022-01-27,0.137,0.696,13.37,111,French,3.6,5807
item_000633,Vision-oriented system-worthy algorithm,Crime,2024-06-23,0.348,0.958,18.8,157,Japanese,4.2,8164
item_000634,Switchable exuding database,Thriller,2021-03-05,0.627,0.732,0.0,76,Japanese,2.7,4769
item_000635,Profound content-based synergy,Drama,2019-12-01,0.411,0.341,0.0,30,English,2.1,1942
item_000636,Stand-alone actuating toolset,Drama,2024-12-23,0.202,1.0,24.18,136,German,2.1,5738
item_000637,Front-line modular info-mediaries,Western,2017-02-14,0.375,0.754,24.37,84,English,3.9,4624
item_000638,Proactive scalable policy,Fantasy,2016-09-15,0.559,0.599,23.91,108,French,3.5,5317
item_000639,Advanced high-level functionalities,Action,2017-04-26,0.294,0.712,4.29,115,French,3.2,9331
item_000640,Re-contextualized intangible hierarchy,Action,2021-06-17,0.459,0.538,25.12,79,French,4.5,7859
item_000641,Enhanced well-modulated leverage,Thriller,2025-07-17,0.234,0.893,24.11,64,German,2.5,7556
item_000642,Visionary asynchronous adapter,Western,2021-11-14,0.381,0.412,0.0,115,German,4.4,6792
item_000643,Advanced empowering data-warehouse,Adventure,2016-05-24,0.541,0.739,25.21,106,Japanese,4.2,5179
item_000644,Centralized hybrid middleware,Western,2018-11-11,0.391,0.775,16.53,83,Japanese,4.1,5803
item_000645,Universal motivating throughput,Animation,2020-02-25,0.681,0.791,0.0,68,French,4.5,5566
item_000646,Total impactful artificial intelligence,Mystery,2022-05-27,0.274,0.548,0.0,166,Spanish,3.7,6392
item_000647,Public-key reciprocal collaboration,Documentary,2018-10-09,0.238,0.692,18.25,108,French,4.1,4458
item_000648,Integrated attitude-oriented migration,Romance,2025-03-17,0.19,0.811,3.51,90,French,3.4,4968
item_000649,Distributed national Graphic Interface,Drama,2019-11-27,0.122,0.631,0.0,164,French,2.5,6141
item_000650,Sharable well-modulated projection,Adventure,2022-10-22,0.097,0.446,23.55,53,German,3.5,7917
item_000651,Cloned fault-tolerant standardization,War,2020-05-16,0.404,0.574,0.0,69,Spanish,3.0,7931
item_000652,Front-line analyzing encryption,War,2016-11-09,0.768,0.556,9.99,113,Spanish,4.3,1619
item_000653,Optional bifurcated knowledgebase,War,2022-02-13,0.117,0.841,20.61,63,Spanish,4.2,7536
item_000654,Centralized fault-tolerant secured line,Mystery,2023-06-01,0.307,0.887,0.0,163,English,2.0,731
item_000655,User-centric context-sensitive capability,Animation,2016-02-15,0.459,0.59,0.0,115,German,4.7,1699
item_000656,Devolved tangible access,War,2017-08-20,0.378,0.703,0.0,109,English,3.7,5124
item_000657,Monitored multi-state model,Drama,2023-10-30,0.507,0.561,10.3,79,French,2.8,5238
item_000658,Up-sized empowering concept,Science Fiction,2019-09-19,0.416,0.652,0.0,60,French,2.4,4493
item_000659,User-friendly zero-defect flexibility,Comedy,2023-04-30,0.246,0.925,0.0,33,Japanese,3.7,1687
item_000660,Decentralized zero administration algorithm,Drama,2019-05-07,0.461,0.65,16.72,170,French,2.8,4651
item_000661,Optimized encompassing moderator,Family,2016-08-20,0.062,0.642,5.96,109,Japanese,4.7,8866
item_000662,Universal object-oriented product,Science Fiction,2016-10-07,0.447,0.91,2.46,37,German,4.7,836
item_000663,Persevering multimedia hierarchy,Comedy,2016-07-20,0.207,0.917,12.11,52,German,3.2,9776
item_000664,Re-contextualized composite hub,Science Fiction,2017-07-27,0.124,0.491,18.86,109,French,4.5,8750
item_000665,Visionary bi-directional orchestration,Animation,2022-09-27,0.51,0.564,29.23,149,Japanese,2.4,7682
item_000666,Customizable discrete support,Comedy,2021-01-31,0.352,0.358,14.2,149,German,2.7,3676
item_000667,Balanced 24/7 encryption,Crime,2016-06-15,0.3,0.516,0.0,96,French,3.2,5422
item_000668,Multi-lateral human-resource collaboration,Horror,2017-10-14,0.108,0.879,14.14,37,English,3.4,5768
item_000669,Automated neutral website,Thriller,2025-02-19,0.349,0.223,14.37,73,French,4.3,9913
item_000670,User-centric solution-oriented instruction set,Crime,2018-03-30,0.545,0.864,15.72,133,English,3.0,1172
item_000671,Fully-configurable intangible success,History,2019-03-13,0.502,0.783,16.44,132,Japanese,3.2,4002
item_000672,Compatible object-oriented hub,Western,2017-03-11,0.585,0.256,5.6,153,German,2.2,3421
item_000673,Synergistic actuating conglomeration,Romance,2018-03-25,0.077,0.765,23.74,141,Japanese,4.4,8931
item_000674,Programmable 6thgeneration initiative,Family,2016-09-07,0.445,0.837,0.0,74,English,4.2,9417
item_000675,Persistent executive time-frame,Thriller,2024-06-12,0.306,0.837,4.31,148,French,3.7,7304
item_000676,Inverse background neural-net,Documentary,2020-07-25,0.472,1.0,9.92,133,English,3.8,9781
item_000677,Multi-layered dedicated frame,Mystery,2021-08-20,0.615,0.519,10.48,45,English,2.7,2286
item_000678,Innovative user-facing process improvement,Action,2018-06-04,0.151,0.625,0.0,67,Spanish,3.4,4785
item_000679,Multi-layered optimizing methodology,Mystery,2025-12-22,0.136,0.279,0.0,177,German,2.6,5197
item_000680,Vision-oriented dedicated superstructure,History,2025-01-01,0.085,1.0,17.53,107,German,4.2,5650
item_000681,Virtual dynamic collaboration,Animation,2016-01-23,0.451,0.581,0.0,179,English,3.8,8372
item_000682,Open-source 4thgeneration emulation,Mystery,2021-05-31,0.077,0.788,25.57,105,English,3.1,9002
item_000683,Sharable system-worthy access,Adventure,2025-07-04,0.136,0.465,1.01,173,French,2.3,4633
item_000684,Adaptive well-modulated protocol,Action,2019-10-05,0.199,1.0,0.0,90,German,4.1,6469
item_000685,User-centric upward-trending function,Horror,2017-01-13,0.122,1.0,21.63,133,German,3.3,3470
item_000686,Progressive disintermediate instruction set,Documentary,2020-12-01,0.206,0.549,14.76,78,Japanese,3.2,5912
item_000687,Centralized client-server structure,Romance,2018-10-18,0.153,0.576,5.46,62,Spanish,2.0,267
item_000688,Balanced discrete model,Crime,2020-02-16,0.234,0.751,21.91,154,German,4.9,2234
item_000689,Multi-layered logistical synergy,Animation,2016-11-05,0.529,0.782,4.97,136,German,4.7,9912
item_000690,Cross-platform motivating challenge,Romance,2022-05-15,0.536,0.52,19.06,146,Japanese,3.3,7383
item_000691,Object-based asynchronous parallelism,Mystery,2021-09-04,0.4,0.554,0.0,120,Spanish,2.6,9915
item_000692,Optional stable capacity,Action,2018-05-13,0.4,1.0,0.0,177,German,4.5,3888
item_000693,Fundamental foreground website,War,2019-12-05,0.163,0.451,0.0,98,German,4.8,9452
item_000694,User-centric fresh-thinking functionalities,Music,2020-07-10,0.414,0.475,1.96,39,Japanese,3.4,6048
item_000695,Focused asynchronous customer loyalty,Comedy,2017-05-11,0.402,0.627,17.82,50,Spanish,4.2,8634
item_000696,Visionary optimal benchmark,Fantasy,2017-07-20,0.404,0.522,14.47,50,Japanese,4.7,1459
item_000697,Down-sized local Local Area Network,Family,2019-02-20,0.108,0.914,14.69,49,Japanese,4.4,5129
item_000698,Decentralized national help-desk,Adventure,2025-08-23,0.049,0.694,27.19,166,English,3.4,8409
item_000699,Expanded local function,Thriller,2020-08-18,0.411,0.704,0.0,176,French,3.3,4837
item_000700,Decentralized background complexity,History,2024-01-28,0.157,0.871,5.85,107,Japanese,2.8,7762
item_000701,Innovative tertiary standardization,Documentary,2022-01-11,0.347,0.614,17.6,104,Japanese,2.1,7952
item_000702,Extended fresh-thinking circuit,Animation,2016-11-28,0.057,0.892,4.67,49,French,2.8,4613
item_000703,Fully-configurable heuristic infrastructure,Fantasy,2021-02-17,0.034,0.626,25.87,33,English,3.8,9705
item_000704,Synergistic exuding firmware,Crime,2024-03-13,0.56,0.566,20.11,124,Spanish,2.8,3879
item_000705,Enhanced 4thgeneration initiative,Thriller,2024-07-17,0.155,1.0,6.23,165,English,3.0,1392
item_000706,Realigned value-added neural-net,Crime,2018-06-30,0.193,0.746,18.26,69,German,4.3,6775
item_000707,Persistent bi-directional website,Mystery,2023-12-08,0.246,0.688,0.0,90,German,4.2,2750
item_000708,Decentralized 24/7 approach,Drama,2024-04-20,0.522,0.69,0.0,177,French,2.2,4341
item_000709,Face-to-face clear-thinking customer loyalty,Comedy,2024-03-26,0.42,0.764,0.0,43,Spanish,3.4,7812
item_000710,Multi-layered systemic product,History,2025-05-16,0.272,0.31,14.8,166,Spanish,3.1,6400
item_000711,Configurable optimal parallelism,Thriller,2018-08-02,0.284,0.42,0.0,97,Spanish,3.6,7132
item_000712,Compatible 3rdgeneration architecture,Action,2017-12-22,0.501,0.892,9.36,144,German,4.0,8697
item_000713,Stand-alone leadingedge workforce,Adventure,2017-04-14,0.194,0.699,0.0,54,Japanese,3.9,7084
item_000714,Managed bottom-line analyzer,Fantasy,2025-06-03,0.254,0.344,10.7,98,English,2.8,9581
item_000715,Business-focused composite orchestration,Mystery,2020-04-30,0.399,1.0,14.36,91,Japanese,4.3,8528
item_000716,Up-sized hybrid methodology,Horror,2016-04-16,0.435,0.706,20.64,76,French,3.6,148
item_000717,Synergized interactive conglomeration,Animation,2019-07-15,0.188,0.958,1.34,55,Japanese,2.3,7316
item_000718,Enterprise-wide even-keeled focus group,Music,2020-06-16,0.328,0.707,7.35,102,French,2.6,398
item_000719,Distributed 5thgeneration pricing structure,Animation,2022-03-10,0.444,0.427,0.0,44,Japanese,4.0,3562
item_000720,Fully-configurable secondary frame,Comedy,2020-12-26,0.106,0.945,21.52,60,English,4.6,2138
item_000721,Reactive mission-critical approach,Mystery,2016-11-15,0.107,0.853,20.03,174,Spanish,4.7,3028
item_000722,Networked client-driven instruction set,Fantasy,2017-12-28,0.172,0.396,9.53,49,German,4.8,4538
item_000723,Progressive dynamic product,Romance,2025-12-09,0.274,0.894,21.06,112,French,2.5,1222
item_000724,Quality-focused 3rdgeneration implementation,Fantasy,2023-10-26,0.31,0.355,0.0,45,German,3.2,994
item_000725,Multi-channeled mission-critical moratorium,Fantasy,2023-10-24,0.473,0.558,0.0,97,Spanish,3.3,8066
item_000726,Monitored non-volatile middleware,Drama,2019-03-19,0.319,0.659,18.69,75,German,2.3,8867
item_000727,Future-proofed contextually-based algorithm,Romance,2019-03-09,0.563,0.846,7.32,57,German,4.1,1702
item_000728,Face-to-face 4thgeneration workforce,Adventure,2023-10-14,0.393,0.669,3.1,176,French,4.3,317
item_000729,Centralized methodical moderator,Thriller,2019-07-28,0.2,0.728,0.0,68,English,4.8,6407
item_000730,Reduced discrete complexity,Fantasy,2016-12-30,0.203,0.408,5.39,114,German,3.7,8454
item_000731,Switchable disintermediate flexibility,Thriller,2021-05-02,0.219,0.687,14.86,133,English,3.6,64
item_000732,User-centric analyzing task-force,Mystery,2025-12-17,0.241,0.721,0.0,153,English,3.7,5890
item_000733,Face-to-face object-oriented website,Horror,2019-11-18,0.449,0.67,20.76,132,English,3.9,1495
item_000734,Enhanced context-sensitive encoding,Music,2021-12-03,0.189,0.51,16.49,117,English,4.5,4760
item_000735,User-centric tangible help-desk,Drama,2025-02-19,0.566,0.532,0.0,75,Japanese,2.1,6304
item_000736,Assimilated tertiary standardization,Drama,2019-07-07,0.423,0.691,9.66,129,English,3.9,5896
item_000737,Re-contextualized non-volatile circuit,Thriller,2021-08-18,0.216,0.685,3.45,142,Spanish,2.4,3173
item_000738,Ergonomic modular moratorium,Action,2019-02-01,0.271,0.803,0.0,91,German,3.2,8866
item_000739,Pre-emptive 5thgeneration array,History,2016-07-23,0.115,0.707,0.0,157,Japanese,4.9,7371
item_000740,Robust directional adapter,Action,2021-04-06,0.053,0.795,2.06,44,French,4.4,711
item_000741,Adaptive full-range pricing structure,Mystery,2018-01-04,0.56,0.525,4.42,163,German,4.8,8801
item_000742,De-engineered global structure,Crime,2017-10-09,0.258,0.545,0.0,178,Spanish,4.8,614
item_000743,Inverse analyzing adapter,Crime,2017-06-22,0.31,0.552,15.17,34,German,4.7,760
item_000744,Triple-buffered client-server time-frame,Family,2017-02-08,0.17,0.708,0.0,63,English,2.5,828
item_000745,Progressive high-level archive,History,2019-09-25,0.193,0.937,0.0,54,German,3.8,9693
item_000746,Switchable hybrid parallelism,Animation,2017-01-03,0.116,0.628,24.71,57,English,3.5,3623
item_000747,Innovative fresh-thinking challenge,Animation,2025-10-03,0.214,0.643,24.32,139,French,4.4,6596
item_000748,Upgradable intermediate utilization,Horror,2022-05-23,0.179,0.79,4.49,177,Japanese,2.4,3503
item_000749,Pre-emptive solution-oriented functionalities,Adventure,2017-09-27,0.236,0.713,18.19,115,English,2.4,2324
item_000750,Realigned system-worthy pricing structure,Romance,2023-11-13,0.052,0.446,5.86,124,Japanese,2.5,4001
item_000751,Face-to-face static parallelism,Adventure,2024-02-22,0.603,0.619,4.86,126,Spanish,2.0,7988
item_000752,Multi-tiered fault-tolerant superstructure,Animation,2022-11-19,0.102,0.921,1.17,75,English,4.1,9737
item_000753,De-engineered context-sensitive superstructure,History,2016-01-06,0.025,0.476,0.0,136,German,4.1,3387
item_000754,Total object-oriented infrastructure,Crime,2024-07-03,0.232,0.749,19.54,163,German,3.2,2869
item_000755,Visionary non-volatile alliance,Adventure,2017-10-26,0.403,0.756,0.0,76,German,3.8,1452
item_000756,Intuitive reciprocal definition,History,2022-05-24,0.419,0.529,0.0,119,German,2.0,3870
item_000757,Customer-focused modular circuit,Drama,2019-04-23,0.18,0.703,4.4,165,English,3.9,8852
item_000758,Compatible disintermediate hardware,War,2025-10-27,0.397,0.844,7.35,83,French,2.2,1856
item_000759,Down-sized scalable array,Crime,2024-03-19,0.601,1.0,0.0,151,German,2.5,716
item_000760,Synchronized scalable superstructure,Adventure,2024-11-11,0.551,0.671,0.0,123,French,2.6,4128
item_000761,Organized 24/7 firmware,Horror,2018-02-03,0.123,0.716,0.0,146,English,2.3,869
item_000762,Team-oriented asymmetric hardware,Western,2018-07-25,0.383,0.881,6.09,37,German,3.5,1170
item_000763,Customer-focused uniform ability,Family,2016-06-23,0.337,0.687,21.91,178,French,3.3,5346
item_000764,Organic upward-trending instruction set,Family,2025-09-09,0.093,1.0,23.58,113,Spanish,2.3,6769
item_000765,Open-source modular implementation,Drama,2019-07-06,0.179,0.909,11.88,86,English,3.4,7946
item_000766,Multi-tiered bandwidth-monitored matrices,Adventure,2023-11-20,0.006,0.724,0.0,141,Spanish,2.6,9994
item_000767,Re-engineered solution-oriented task-force,Science Fiction,2022-11-14,0.265,0.924,0.0,75,German,3.1,7509
item_000768,Diverse local archive,Drama,2023-12-28,0.174,0.904,19.32,99,Spanish,3.0,535
item_000769,Automated explicit adapter,Adventure,2019-03-09,0.61,0.506,0.0,101,Spanish,2.3,7637
item_000770,Customer-focused asynchronous Graphical User Interface,Science Fiction,2017-09-12,0.552,0.514,0.0,137,Spanish,4.3,3612
item_000771,Multi-tiered cohesive superstructure,History,2016-09-29,0.383,0.676,0.0,70,Japanese,4.7,9481
item_000772,Cross-group global policy,Western,2025-11-07,0.27,0.425,25.79,52,German,4.6,8025
item_000773,Polarized tertiary algorithm,Drama,2020-04-23,0.087,0.979,18.15,148,French,2.0,7024
item_000774,Streamlined composite portal,Family,2024-11-23,0.272,0.693,8.18,141,Japanese,2.7,9705
item_000775,Diverse actuating attitude,Crime,2019-04-23,0.074,0.782,27.49,31,German,4.9,666
item_000776,Ergonomic incremental standardization,Thriller,2021-07-16,0.291,0.52,22.26,159,English,3.3,6470
item_000777,Upgradable needs-based firmware,Thriller,2022-08-09,0.537,0.936,24.47,55,German,3.5,1371
item_000778,Innovative disintermediate attitude,Western,2016-06-29,0.333,0.548,22.83,134,Spanish,2.4,4856
item_000779,Re-engineered neutral matrix,Family,2017-07-14,0.269,0.853,19.77,53,English,3.4,5004
item_000780,Multi-lateral 24hour interface,Documentary,2016-11-15,0.12,0.621,21.39,176,Japanese,2.1,7462
item_000781,Switchable responsive policy,Science Fiction,2020-10-19,0.036,0.822,23.37,133,Spanish,4.4,6078
item_000782,Cross-platform 4thgeneration database,Science Fiction,2017-09-15,0.311,0.637,21.4,30,English,3.2,5464
item_000783,Implemented attitude-oriented leverage,War,2024-06-08,0.172,0.763,1.94,139,French,4.1,8897
item_000784,Integrated zero tolerance infrastructure,Drama,2020-09-15,0.448,0.709,23.83,50,Japanese,4.6,908
item_000785,Switchable empowering array,War,2022-06-01,0.042,0.973,0.0,123,English,2.3,5999
